Target_Gene,Raw_CASX_Score,CASX_Score
TTLL7,42.84723955715891,17.923042355004135
NALT1,41.785441229500435,17.478854496633303
ASAH2B,41.63276738835783,17.414985619879715
MYO5A,41.459223369917055,17.342386008563444
HP,40.86572315691308,17.094103842647595
P2RX3,40.45965173535546,16.9242297805128
C1GALT1,40.33077446157699,16.87031585096408
ANXA5,39.02721414085549,16.324990385632663
MBOAT1,38.932236668420174,16.28525794400455
NAGLU,38.837602594629544,16.245669158195604
KLLN,38.54123804432764,16.12168936705585
MYO5C,35.914017681560956,15.022630010860546
SCAANT1,35.107614792495795,14.685283112728005
GPR180,33.58193880978275,14.047038796763044
MIR3945HG,33.31202725206148,13.93412522960935
CHCHD2P9,33.26220809106152,13.913284109545424
EYA2,32.20733563305443,13.471993587822869
CCDC69,31.83490136302595,13.316191137886195
NECTIN2,30.144289420042018,12.608948266307925
SEC16B,29.32837390303473,12.26762189888915
ERN1,29.07221262022064,12.160460558880605
PRICKLE2,28.71938709482979,12.012861141534062
FADS1,27.95114187788553,11.691476949518393
TSKU,27.657200547635803,11.568510877177491
YBX3,27.601496003295406,11.545207692752019
SRR,27.510959852369716,11.507333213260697
PPIEL,27.369836181759258,11.448296182045809
LINC02702,27.215803229340274,11.383858740894054
ALDH1A2,27.085575166372255,11.329379728370922
TANGO2,26.929955249686625,11.264278403842681
TTC39B,26.83467606100316,11.224419743618618
ACP6,24.87845609164581,10.406063624517076
GTF2I,24.175509785226918,10.11199628021596
LPIN1,23.191280470814863,9.700258288239105
LAMA5,23.180573345321466,9.69577911830793
ARPP21,22.73491755390363,9.50934551184616
GAS6,22.289951630196377,9.323200501488696
LINC01564,22.109955413172035,9.247901706913263
SSR1,21.89095365798987,9.156285513819098
NUP85,21.361334776959975,8.934727172287133
LCLAT1,21.19581341253365,8.865483721375618
GRID1,20.985268700904754,8.77740540922007
GRM8,20.22267717823268,8.458386357820308
LINC01370,19.877685191401387,8.314063987183667
CLUAP1,19.83239982921008,8.295119515787048
SBNO2,19.484394721177775,8.149536649801693
LINC01239,19.45719792831407,8.138159267805504
KCNJ11,19.414347871717847,8.120233571018508
PM20D1,18.441843483230766,7.713400530952489
LIPC,18.320707037555763,7.662724864045297
RNU6ATAC35P,18.294135180599902,7.651608914879896
OSGIN1,17.865824834609867,7.472431522763511
AGPAT1,17.628017448471315,7.372948267985184
SLC27A4,17.529101367596745,7.331568166907983
FCGRT,17.224431381692256,7.204113917806627
PLA2G6,17.082628776599293,7.144792864244083
LMF1,16.870353922576044,7.055990772228643
AXL,16.689865216477305,6.980485952025245
DUSP9,16.556356196313594,6.924634398867797
COLGALT2,16.48059322025975,6.8929400618166445
HCG27,16.400449912904204,6.859413276993467
METTL2B,16.382330473746887,6.851833273649595
PCGF3,16.3248250764511,6.827776728631381
LINC01169,15.924492879534471,6.660303587495974
SLC12A8,15.841947479956739,6.625771922393756
ANKK1,15.646684024406989,6.5440863010479395
MRPS30,15.400077694201089,6.440922136232941
EPC2,15.347235542918844,6.418816392233956
MAEA,15.255820443678033,6.380574217522608
NCAM1,15.066657674010148,6.301440729219264
UPP2,15.027494350255392,6.28505732339523
KLB,14.876536019801666,6.221906105540755
COLEC11,14.493969011303813,6.06186477211472
LINC01352,14.493101996363103,6.061502069047991
PPP1R14B,14.448338929356192,6.042776092231134
TMEM91,13.771149184542153,5.75948363016541
UVSSA,13.72225423139694,5.739029138990415
ZNF519,13.629676995200994,5.700300801217976
MSH3,13.615912801702617,5.694542751433016
SORCS2,13.45529419357456,5.627350297178318
LINC01426,13.35700404055657,5.586232043899203
TGDS,13.275052982744088,5.5519490130140206
TGFB1,13.077965753683374,5.469500442595026
KCNG1,12.377776716242165,5.176586561593151
NOL4,12.214959428992122,5.108474321965846
MERTK,12.138380288307353,5.076438554334097
SPATA31H1,12.02947160639065,5.030878194218207
TSPAN15,11.918772016067969,4.984568633666916
FN3KRP,11.917171877851924,4.983899239160664
MYT1,11.721689179080892,4.902121900607928
LINC00926,11.501540167696987,4.810025769599021
SDHAF4,11.283202577533013,4.718687420262331
NUDT5,10.719865970426538,4.483023759344415
GALNT3,10.466485204660424,4.377025608126558
LRP12,10.32155552224381,4.316396387331903
RCCD1,10.300280738530617,4.307496391571215
GRHL1,10.19290084815465,4.2625755791195905
LRMDA,10.188399807536655,4.260692634364011
SMUG1,10.154183930185814,4.24637892065129
SYCE2,10.080935955240088,4.215736697666355
AP3S2,9.976137512195344,4.171895796090161
TRPS1,9.78425476627879,4.091624445357347
CGGBP1,9.54668650003471,3.992241222902535
MRPS33,9.448447147025957,3.9511442210670515
SCGN,9.419193151141284,3.9389062381635958
RMI2,9.277843653417797,3.8797747354666132
JAZF1,9.235257057832627,3.8619592537545664
WDR97,9.210284199793676,3.8515122224862255
ACSL1,9.180236799666604,3.83894233047906
XRRA1,9.153768143972016,3.827869554057514
GCC1,8.85466039434577,3.702742185452978
PGM1,8.450104137661404,3.5335019704646675
NFATC1,8.112743115315155,3.39237190262567
TRAP1,8.032378426180975,3.358752505961268
KDM4B,8.023533322862228,3.355052285874383
BAK1,7.8831453192862835,3.296323010243603
KL,7.422506621577656,3.10362152325865
TFB1M,7.407968812844205,3.097539842812838
ACVR1C,7.395907213390545,3.092494048437118
PRDM15,7.106500953744382,2.971425156800391
PITPNC1,7.072773343632956,2.957315702572488
SIPA1,6.904111066437274,2.886758296571756
LAMA1,6.894836229471362,2.8828783036754473
MIR3147HG,6.8049989580808505,2.8452961902539373
TACC3,6.77823250403805,2.834098834232788
PGAP3,6.693870737648884,2.7988073185422144
ANPEP,6.622238817090267,2.768841148361773
TRABD,6.519154293480124,2.7257172400066505
CWH43,6.348975786447791,2.6545255413475135
GALK1,6.176803199020845,2.582499648212053
FAM234A,6.087808183265919,2.5452698801627536
RNF166,6.0426489488679085,2.5263781724905874
LINC01714,6.022322237752598,2.5178747890863744
TAP2,5.935011623081496,2.481349665686225
TYK2,5.6021084704960575,2.3420844827037683
BMF,5.587578624720931,2.336006133445539
RBM26,5.501879331384144,2.3001550828462154
LRRC66,5.5018766700548145,2.30015396951787
ZNF148,5.501814131997345,2.300127807632802
DPP8,5.501729521263415,2.300092411965168
UBE2R2,5.501700791179912,2.3000803931533755
AKR1A1,5.5016422572936134,2.3000559063549693
YY1,5.5016320516011765,2.300051636952251
CPEB3,5.501598005931021,2.300037394442238
R3HDM2,5.501521438134258,2.300005363420171
FBXW7,5.501510904839252,2.300000956969691
ARID1A,5.501463340354884,2.299981059060742
LARP1B,5.501376175025156,2.2999445947151806
SMARCA5,5.50129804566185,2.2999119104345045
RNF138,5.501212106788333,2.2998759591590274
SKI,5.501210749642027,2.2998753914166463
HEATR5B,5.501144771342949,2.2998477903566306
ZFP91,5.501073185470804,2.299817843450133
MAPT,5.501047934377486,2.29980728002319
CAMK2G,5.501043365906008,2.2998053688697166
ERLIN1,5.501031082264073,2.2998002301871043
IFT80,5.501016263102494,2.2997940308067957
THADA,5.500997505896412,2.2997861840029517
TRMT61A,5.500989029439888,2.2997826380008797
SHQ1,5.500937248580792,2.299760976233002
KCTD6,5.500864595593484,2.2997305829144254
NUP160,5.500828940569794,2.2997156671548122
PPT2,5.500784849957295,2.2996972224895402
CDKN2C,5.500708319751495,2.2996652071931045
WAC,5.50068743375781,2.299656469841987
MACF1,5.500579405002154,2.2996112775862003
SEC24C,5.500575368816905,2.2996095891069146
MCUB,5.500564426281621,2.299605011456728
COPB1,5.500514810355135,2.2995842553568613
UBXN7,5.500484890126573,2.2995717386652252
CDK5RAP1,5.500474176801091,2.2995672569016192
TAB1,5.500444107303191,2.299554677765331
ZFAND3,5.500435629148108,2.2995511310526915
MBNL1,5.500317486144506,2.2995017076486564
PDIA5,5.500303611394163,2.2994959033490265
CIR1,5.500260711309353,2.299477956723665
H2BC8,5.50023835569973,2.2994686045801345
PSMB4,5.5002095613518645,2.299456558884282
LINC01916,5.500093127019933,2.2994078502781425
LINGO2,5.500080869842671,2.299402722666641
LINC00862,5.500035858459162,2.2993838928102335
TMEM161B,5.499883057430633,2.2993199707264904
FYB1,5.499838465692985,2.299301316422814
THRAP3,5.499773446587358,2.2992741166274016
TAF3,5.499765883854154,2.2992709528681665
SMCHD1,5.499639780176072,2.299218199231962
TET1,5.499628790195779,2.2992136017338467
GIGYF2,5.499609841528731,2.2992056748350977
GRK5,5.499549985328605,2.2991806348659702
CFL1,5.499391177297286,2.2991141998401408
NFIX,5.499247027700613,2.29905389695685
YIPF7,5.499241460829476,2.2990515681374277
CDC42BPA,5.499178558161099,2.299025253722699
PPP2R2B,5.499155849456931,2.2990157538672102
STARD7,5.499034509786008,2.298964993183982
FRAT1,5.499007743116608,2.2989537957378694
RPL37A,5.498932172281206,2.29892218178006
NRF1,5.498876495247686,2.298898890104385
PPP3CA,5.498727651320953,2.2988366234165176
MAGI2,5.498679576375854,2.29881651196376
MDM4,5.498660901565313,2.29880869962889
ZNF101,5.4986582599682885,2.298807594555267
HORMAD2,5.498642866015026,2.298801154719233
INPP5F,5.498509536101277,2.298745378092634
CDADC1,5.498415654824881,2.298706104228646
TET2,5.498167839068836,2.298602434118154
ARID2,5.498089560720972,2.298569687511959
SAMD15,5.497928559214861,2.2985023348779126
RFPL2,5.497910133714089,2.298494626838152
LYPLAL1,5.497786301892881,2.2984428236001664
MPHOSPH9,5.497642509241744,2.298382670039839
SENP2,5.4975332521224,2.298336963916003
PTCH1,5.497473771649797,2.2983120811270097
FXR1,5.497461720878874,2.298307039862592
ETF1,5.497436648049836,2.2982965510099125
PDGFC,5.497420904457561,2.2982899649074926
DCUN1D4,5.497377637188625,2.2982718646760025
TCF12,5.497253007208512,2.2982197275398693
SERTAD4,5.497195518350998,2.298195677914028
JARID2,5.497152597641231,2.2981777226605167
PRR14L,5.49705996847257,2.298138972597554
MAP3K1,5.497009282229156,2.298117768746197
ZNF503,5.496979439703941,2.298105284560624
WWTR1,5.4967995907904275,2.2980300473883255
TNFAIP8,5.4966711735997755,2.297976325927849
PBX4,5.496655281679423,2.297969677774539
MROH1,5.496615057630593,2.2979528506298355
DNMT3A,5.496563408154141,2.2979312438239727
DCAF12,5.496532445359499,2.297918290990009
UBE3C,5.496515739555462,2.297911302360319
CDKAL1,5.496411256974835,2.297867593595183
ZFP36L1,5.496318840776095,2.297828932625083
RCOR1,5.496302167671447,2.2978219576747065
RCN3,5.4962406744141745,2.2977962328665757
DNAJC2,5.496196731148314,2.297777849841623
ACADS,5.4961578947062115,2.297761603181975
SLC38A9,5.496100079539409,2.2977374170493974
PRDX6,5.496086965975803,2.2977319311811475
KAZN,5.496078084526581,2.2977282157562815
CENPE,5.495924852916318,2.2976641135449434
TANK,5.495897267996398,2.297652573795649
TMEM132B,5.4958799553087765,2.2976453312850547
GATAD2A,5.495804944662734,2.2976139516743013
LCORL,5.495615443616877,2.2975346766730835
LINC02580,5.495578793089037,2.297519344458815
SINHCAF,5.495563711238979,2.297513035186608
ADD1,5.495534675771606,2.2975008886219235
BICD2,5.495442399579091,2.2974622862213887
EXOC6,5.495393811946151,2.2974419602931433
ZNF800,5.495336049132297,2.297417796061659
EHMT2,5.495292753389672,2.297399683918616
MTRFR,5.495199936142386,2.2973608551757017
MED31,5.495170684936407,2.2973486183599143
IGBP1P1,5.495090966951803,2.2973152695026666
TRAF3IP2,5.495012872311161,2.297282599747711
THRB,5.495012171560138,2.2972823065987313
TRHR,5.494886902398795,2.2972299020704443
HAT1,5.494807831476346,2.2971968239022207
FAF1,5.494797668803757,2.2971925724962285
ETV5,5.494784940077313,2.2971872476189974
CDC42SE1,5.494765946822292,2.2971793020675197
NFKBIL1,5.4946016182280495,2.2971105575946345
PCIF1,5.494558276333801,2.297092426144732
STIL,5.494555239945476,2.297091155915921
RPTOR,5.494551349617086,2.297089528453727
AKTIP,5.494547661265054,2.2970879854853994
PPARG,5.494492140745168,2.2970647592849227
PXMP4,5.494469266536818,2.2970551901931717
CERS6,5.494462024614981,2.2970521606406966
ALG10,5.494433326613119,2.2970401552497908
TNIP1,5.494425523231737,2.2970368908188967
AZIN1,5.494393298161054,2.2970234099301443
RAPGEF6,5.494384915515018,2.2970199031723233
BUD31,5.494318805547408,2.296992247030696
ADCY5,5.494278098055069,2.2969752176444453
PRKAG2,5.494260381768072,2.2969678062939334
CTTNBP2,5.494240989606654,2.296959693865777
NOLC1,5.494060270631487,2.2968840927158642
PHF2,5.4940175172097385,2.296866207444858
FAM13A,5.494004306665108,2.296860681006009
MYO6,5.493961930205891,2.2968429534317845
ZBTB46,5.493873144908452,2.296805811396337
CYP7A1,5.493870672055464,2.2968047769143225
PRKAR2B,5.493764788014842,2.296760481868819
SLC14A2,5.49364426480436,2.296710062739919
PCDHGA5,5.493635148119326,2.296706248907579
TREML2,5.49359509104112,2.2966894916126037
RNF169,5.493587957123874,2.2966865072422755
ZFP41,5.493580751810252,2.296683493004314
PML,5.493512233175747,2.296654829231989
DNM3,5.493389929373652,2.2966036652185338
YWHAH,5.493284467584916,2.296559546815953
CD300LG,5.493205516777856,2.2965265188962523
MED27,5.49318735196648,2.296518919912102
KAT5,5.49311964814328,2.2964905970042127
FAM227B,5.49309353217838,2.2964796717708458
NADK2,5.492885587999092,2.296392681353502
EBF1,5.4927612161990815,2.296340652223252
EPO,5.4927546642557985,2.2963379113132514
ACSL5,5.492715323454191,2.296321453662154
CDKN2A,5.49270378041558,2.2963166248001503
FAM184B,5.492633862580169,2.296287375692515
XIRP2,5.492624682241496,2.2962835352316024
ELOVL5,5.492401575067904,2.2961902015965383
ZRANB3,5.492249341232939,2.2961265167899576
CCDC88B,5.49223414127669,2.2961201581097472
CHD4,5.4922219407348765,2.29611505419086
RNF6,5.492217425266665,2.2961131652105307
WAPL,5.4921256616090774,2.296074777221514
FAM174A,5.492105356428875,2.296066282845254
BCL2,5.492093702943673,2.2960614077795283
PPP1R13B,5.492072412520216,2.2960525012411086
IDE,5.49188005509208,2.2959720313139864
PTPDC1,5.491706318252557,2.29589935103878
TENT5C,5.491591177836545,2.295851183723511
MTCH2,5.491574545566334,2.2958442258556255
GNAS,5.491395310314482,2.295769245399742
STX4,5.491388420807916,2.2957663632750602
DEPDC5,5.491352791615405,2.2957514583215444
MAPKBP1,5.4912648138700515,2.2957146541137443
KDF1,5.491260359194861,2.2957127905652897
PTDSS1,5.491080125265843,2.2956373923273654
MOB1B,5.491021592740374,2.295612906098243
ZCCHC7,5.490653463370884,2.2954589045407174
KCNJ12,5.490640777038119,2.2954535973982644
HNRNPK,5.490568543837681,2.295423379691408
ITPR1,5.490559345693582,2.2954195317818553
APOE,5.4904801546622615,2.295386403367835
TNRC6A,5.490250408970986,2.2952902926056313
RICTOR,5.490225958588456,2.295280064144379
DNAAF9,5.490017831641858,2.2951929972689937
TFEB,5.490016656442731,2.2951925056415634
JADE2,5.489997402256551,2.2951844509333377
FDPS,5.48979953305474,2.295101675236013
NR2F2,5.489772832164607,2.295090505307698
TMEM170A,5.489723588921219,2.2950699051143753
CAPZA2,5.489716991848493,2.2950671453251292
PKIG,5.489713612368351,2.2950657315688563
CTIF,5.489690370028305,2.295056008474574
PDE2A,5.489598013008098,2.2950173722609515
ARPC1B,5.489504409473844,2.2949782145863415
CREB3,5.489491443974855,2.2949727906587665
STT3B,5.489447224576987,2.2949542921180117
MLX,5.489391371166175,2.2949309266574667
JMY,5.489313654844563,2.2948984151667644
DDHD1,5.489285352077921,2.294886575116754
MYOZ2,5.489197270103276,2.294849727306149
FXN,5.489156287392485,2.2948325827862694
TTC28,5.489081053169988,2.294801109645564
SLIT2,5.489065498288774,2.294794602487666
PLEKHM3,5.4890109255214155,2.294771772765649
BMAL1,5.488766462505264,2.2946695052250377
GIN1,5.488674136482388,2.294630881978697
LINC01415,5.488531391266999,2.2945711665978528
NFE2L1,5.488470632034096,2.294545748858121
UBE2E2,5.488363430428407,2.294500902628471
PCDHGA11,5.4882412365478945,2.2944497845991076
HIVEP2,5.488238652812456,2.2944487037310357
RPL3P2,5.488222659312509,2.2944420130833825
NUP133,5.488147821822139,2.2944107059097814
CORO7,5.488028622779342,2.294360840727137
LINC02997,5.487750673718214,2.294244564787552
CRY2,5.487728408422453,2.2942352504255092
PKHD1,5.4877217994096705,2.294232485641315
ZNF579,5.487650560921145,2.2942026840576926
NUFIP2,5.487633362952605,2.294195489538154
TRIM59,5.487450596779746,2.294119031972918
PRRC2A,5.48727849132143,2.2940470341622676
SLC16A13,5.487263149728838,2.294040616230557
COQ10A,5.487184844043284,2.294007858188038
ABCA17P,5.487118594611214,2.2939801437034855
PDE3B,5.487043011327565,2.2939485245381332
ARFRP1,5.4870199276360045,2.2939388678121335
LGSN,5.487003320500547,2.2939319204590056
SUMO2,5.486842006740146,2.2938644371979273
CBX1,5.486677438813243,2.2937955926037104
SUGP1,5.486589670340316,2.2937588759419807
MTOR,5.486504064944387,2.293723064171994
DRAIC,5.486432846472919,2.293693270962216
PLXND1,5.486200237980614,2.293595962588917
SNCA,5.485804529732652,2.293430423809449
BCL11A,5.485755236304548,2.2934098026220813
SRP54,5.485737811102953,2.2934025130429054
PDE4DIP,5.485688481929284,2.2933818769019014
QKI,5.485575233072465,2.2933345008928585
PDZPH1P,5.485466270468814,2.2932889179753704
BEND7,5.485425871651175,2.293272017718683
TMEM266,5.485390477633208,2.293257211147011
TEX41,5.485217002972785,2.293184640550611
MRPS35,5.4851362999015505,2.2931508795967255
URGCP,5.485046964106156,2.2931135072684796
PTPRR,5.484995875313695,2.293092135016594
RAB3C,5.484973659052277,2.2930828411673545
ANKFY1,5.484958847175881,2.2930766448346955
HMGCR,5.484955697310653,2.293075327134476
HPSE2,5.484927593320276,2.293063570239619
ANKRD33BP6,5.484710743993786,2.2929728544837045
AP2M1,5.484458074883708,2.292867154043274
ABCB10,5.484120995507311,2.2927261417979135
PCBD2,5.483995109486519,2.2926734792154644
GPRIN3,5.483913737411432,2.2926394383935658
ABHD10,5.483765995046171,2.2925776325278884
SELL,5.483696222870789,2.292548444355003
ACTA1,5.483633823656081,2.292522340552781
HPYR1,5.4834369434406565,2.2924399785835003
MAFB,5.483426787456586,2.2924357299755522
LSM8,5.48307155507008,2.29228712368293
CCDC62,5.483006864732577,2.2922600614228714
SLC7A7,5.482874467046771,2.2922046747802485
ARL14EP,5.482693546012155,2.29212898910171
ST18,5.482504023857825,2.2920497052700695
RPL22L1,5.4824975418154365,2.2920469936020895
COL11A1,5.482491439977387,2.292044440987055
ANKRD52,5.482394946901794,2.29200407451493
DNAH1,5.482297884191767,2.2919634697445406
ZNF676,5.482291219554973,2.2919606816908518
NFAT5,5.4822879665262185,2.2919593208336737
ZNF263,5.482260396636954,2.291947787372235
UBE2W,5.48206772668244,2.2918671867042564
ETV6,5.481975069856553,2.291828425071296
DMXL2,5.481864556213317,2.291782193298999
BHLHE41,5.481727403066413,2.2917248172785203
CALR,5.481597368920163,2.2916704193882302
TBL1X,5.481442422446599,2.291605599788819
CELF4,5.48137221864727,2.2915762310523453
CBX7,5.48127269305451,2.291534595970852
CDKN1A,5.481052612916233,2.291442528651904
SCYL1,5.481002439141644,2.2914215391844124
TMEM106B,5.480993561425107,2.291417825321061
DGAT2,5.4808891330936875,2.29137413925029
SELENOI,5.480835930345446,2.2913518826558077
SH2B3,5.480763371814931,2.2913215288518543
TM6SF2,5.480498597837904,2.2912107645167215
SREBF1,5.480444967245169,2.2911883289397292
LINC01451,5.48033108149149,2.291140686494165
AGPAT4,5.4802548736346965,2.291108806047739
PSMC3IP,5.480252037887673,2.291107619754293
SNUPN,5.480088215810302,2.2910390871753603
PARP8,5.4797451243173345,2.290895559848638
ALDH2,5.479667184367206,2.2908629548062045
ABHD6,5.479655034955191,2.2908578722767237
LINC01058,5.4790959609865375,2.290623991828489
LINGO1,5.478961562035105,2.290567767985553
ETS2,5.478891740893639,2.29053855932842
ACOXL,5.478853958413039,2.290522753578209
LINC01556,5.478829944049845,2.2905127075192926
WBP1L,5.478727133514182,2.2904696982298027
DIP2B,5.478636825316583,2.290431919111264
TRIM25,5.478612256544183,2.2904216411233347
SEC14L1,5.478505262566013,2.2903768817516306
ITGA11,5.478352631779902,2.2903130308863227
MAU2,5.478139376170199,2.2902238185094594
CLIC5,5.477802258065066,2.2900827900624967
TAL1,5.477782852780331,2.2900746721443923
TM6SF1,5.477660875863284,2.290023644878534
MVK,5.477524257146594,2.2899664924291474
REV3L,5.477443959165955,2.28993290093901
TJP2,5.477355537262773,2.2898959109242543
TUBG1,5.4772457025227395,2.2898499631612195
LMX1B,5.477139579587481,2.2898055681776257
PPIP5K2,5.477076352601804,2.28977911808948
HAX1,5.477040464512009,2.289764104830058
SYNC,5.47689906233199,2.28970495128849
SETBP1,5.476839259443382,2.2896799336214597
ANKH,5.47676551298534,2.289649082865335
NR1H3,5.476750416170722,2.2896427673329227
SEC23IP,5.4766744476890175,2.2896109870255774
RETREG3,5.476651498485424,2.2896013865606584
ALKBH3,5.476508245026448,2.289541458563515
SVIL2P,5.4760020121939235,2.2893296834346053
PPP1R3A,5.475686576946231,2.289197725695101
HERPUD1,5.475551182432874,2.289141085373341
SBF2,5.475284399105292,2.289029480455683
TRAF3,5.4752080394709886,2.288997536515347
ADAMTS6,5.475083497850839,2.288945436343317
SCRT1,5.474647517051706,2.2887630501288987
STX6,5.47435345903215,2.2886400352412863
ZFAND6,5.474267420717429,2.2886040423660314
SIAH3,5.474185543303596,2.2885697901430317
CDC123,5.474159443038057,2.288558871477264
ALG10B,5.473832924975032,2.2884222774034586
RMC1,5.473623843392587,2.288334811170077
ZNF268,5.473621503715552,2.2883338324002818
FBXL20,5.473430713419152,2.288254018059886
MIR924HG,5.4733931079904465,2.288238286376755
ATXN10,5.473014484170856,2.2880798946189502
SARM1,5.472784162918862,2.287983543079307
KDM2B,5.472651571535617,2.287928075406183
CRPPA,5.4720529048775965,2.2876776319332772
WNT16,5.472050309002043,2.287676545986565
PDCD4,5.4719287343123435,2.2876256869866562
NOM1,5.471908603209081,2.287617265432947
ZNF76,5.47188922104919,2.287609157188784
ATP5MC1,5.471880742156379,2.287605610167527
LINC02970,5.471783968514115,2.287565126324424
DNAJA3,5.471621480200613,2.2874971517061704
LDHB,5.471328755785355,2.287374694712484
OASL,5.471251089850356,2.287342204300287
BANK1,5.471231225953433,2.2873338945284565
VTN,5.471046060144622,2.287256433110486
TRANK1,5.47076456961394,2.287138675648717
RPS3AP18,5.470649393659124,2.287090493466307
PPM1E,5.470430291338361,2.2869988352030677
TSEN15,5.470413690986546,2.286991890687778
STRN,5.470358364939991,2.286968745842386
ANKRD28,5.470040823221974,2.286835906891716
GDF6,5.469982028523065,2.2868113109861548
CYTL1,5.469671829915139,2.2866815439185912
IQSEC1,5.469630560591798,2.286664279498528
CCAR2,5.4696116652051545,2.2866563748888598
NFE2L3,5.4696017298976,2.286652218597717
LINC00426,5.469592194247601,2.2866482294974886
RFPL1S,5.469569721369246,2.2866388282962924
C6orf89,5.4694788551184566,2.2866008157243334
SNF8,5.469383596331926,2.2865609655990524
TEX29,5.469334870483556,2.2865405818503963
MARK3,5.469305756613245,2.2865284024869847
RFX3,5.469288399130921,2.286521141237179
MAST2,5.469198834714244,2.286483673268551
LIF,5.469058406533625,2.2864249271854398
KAT6A,5.468966635682379,2.286386536187061
PKNOX2,5.468800769456628,2.2863171484684393
CORO2B,5.468518816037242,2.2861991973639264
FBXL17,5.468437011658176,2.2861649756939575
FOCAD,5.468320264383474,2.2861161361727698
CERNA1,5.468048943858461,2.2860026331846806
GUCY1B1,5.467786810962397,2.285892973707284
INHBA,5.467748536558467,2.2858769621681163
PRKD1,5.467717823476547,2.285864113797831
CPED1,5.467456977486755,2.285754992678921
SH3D21,5.467358079892289,2.285713620311364
MED23,5.467231476094961,2.28566065745756
PACS1,5.467225539604974,2.2856581740134776
GPRC5D,5.467217384904312,2.285654762613282
STK11,5.467011635869316,2.2855686905025654
BRD3,5.4669670241316215,2.2855500278321617
CT70,5.466836480610268,2.2854954168522195
TMEM127,5.4662462101139,2.2852484857911968
DENND1A,5.466236421531516,2.2852443908803903
PLEKHM2,5.466232919699465,2.2852429259399787
RPS6KB1,5.4661362346216205,2.2852024791465104
ANO6,5.465997801340198,2.285144567600409
HECTD4,5.465703796213545,2.2850215748397726
THOC7,5.46567305411914,2.285008714332537
FMO5,5.465450385905733,2.28491556433007
TP53INP1,5.465302416673691,2.284853663557981
FAP,5.465220616960829,2.28481944384005
KCND3,5.465018106860608,2.284734726690501
BOLA1,5.464863460864814,2.284670032791586
ZBTB20,5.464839673541668,2.284660081711565
TCEA2,5.464803430845216,2.2846449201076156
FARSA,5.464776756873174,2.284633761440092
ZNF143,5.464666148272567,2.2845874899437617
PDHA1,5.464392668972134,2.284473083863432
DGKG,5.4642873150628475,2.2844290105906477
PIK3C2B,5.464188095656116,2.284387503597618
ATP2B4,5.464184508350309,2.284386002900506
ADARB1,5.4640178030016875,2.2843162641470593
SAXO1,5.463925247332381,2.2842775448314807
FSD2,5.463869508589343,2.2842542273405284
GRIPAP1,5.463839424528782,2.2842416421121627
ZHX2,5.463672937715328,2.2841719947797188
USP48,5.463407988633452,2.284061157192024
HDAC9,5.463268556706316,2.2840028278770403
SNX17,5.463249343740941,2.2839947904129376
MAP4,5.463234338438641,2.2839885131633704
VPS37C,5.4629843213050435,2.2838839221386573
LPAR5,5.462678095732641,2.2837558171326116
FAM124A,5.462603340360158,2.2837245443118324
UBAP2,5.462556399805726,2.28370490741488
URM1,5.462115881111639,2.2835206228382314
COBLL1,5.461619657447299,2.283313034898983
MACIR,5.4616147272986915,2.283310972443153
AHR,5.461580245870973,2.283296547640313
PGRMC2,5.461551550450974,2.283284543329492
ATXN7,5.461433078794528,2.2832349824383287
NDUFAF6,5.461277927579386,2.2831700771882617
